npanxx	state	rate_center	ocn	line_class
248735	MI	NORTHVILLE	9323	L
248736	MI	PONTIAC	6534	W
248737	MI	W BLOOMFLD	9323	L
248738	MI	PONTIAC	9323	L
248739	MI	W BLOOMFLD	2964	W
248740	MI	TROY	9323	L
248741	MI	FARMINGTON	817J	L
248742	MI	DRAYTON PL	6120	V
248743	MI	TROY	9323	L
248744	MI	ROYAL OAK	7279	L
248745	MI	PONTIAC	9323	L
248746	MI	SOUTHFIELD	9323	L
248747	MI	W BLOOMFLD	5562	W
248748	MI	MILFDWH LK	7279	L
248749	MI	PONTIAC	6534	W
248750	MI	SOUTHFIELD	7279	L
248751	MI	PONTIAC	817J	L
248752	MI	SOUTHFIELD	6003	W
248753	MI	PONTIAC	9323	L
248754	MI	PONTIAC	9323	L
248755	MI	FARMINGTON	5562	W
248756	MI	NORTHVILLE	6003	W
248757	MI	W BLOOMFLD	318J	V
248758	MI	PONTIAC	9323	L
248759	MI	ROCHESTER	2964	W
248760	MI	PONTIAC	6534	W
248761	MI	ROYAL OAK	6534	W
248762	MI	PONTIAC	6003	W
248763	MI	SOUTHFIELD	6003	W
248764	MI	TROY	7279	L
248765	MI	TROY	6003	W
248766	MI	PONTIAC	6534	W
248767	MI	NORTHVILLE	5562	W
248768	MI	W BLOOMFLD	2964	W
248769	MI	MILFDWH LK	817J	L
248770	MI	PONTIAC	6003	W
248771	MI	PONTIAC	991E	V
248772	MI	FARMINGTON	6534	W
248773	MI	NORTHVILLE	829J	L
248774	MI	SOUTHFIELD	046L	L
248775	MI	MILFDWH LK	770E	V
248776	MI	ROYAL OAK	2550	L
248777	MI	DETROITZN5	9323	L
248778	MI	CLARKSTON	6120	V
248779	MI	COMMERCE	6120	V
248780	MI	HOLLY	543C	V
248781	MI	TROY	508J	L
248782	MI	SOUTH LYON	6120	V
248783	MI	LAKE ORION	6120	V
248784	MI	SOUTHFIELD	7279	L
248785	MI	W BLOOMFLD	7279	L
248786	MI	TROY	7279	L
248787	MI	WALLEDLAKE	2964	W
248788	MI	W BLOOMFLD	9323	L
248789	MI	SOUTHFIELD	5562	W
248790	MI	W BLOOMFLD	2964	W
248791	MI	PONTIAC	6003	W
248792	MI	BIRMINGHAM	318J	V
248793	MI	ORTONVILLE	2550	L
248794	MI	SOUTHFIELD	543C	V
248795	MI	CLARKSTON	2964	W
248796	MI	SOUTHFIELD	6120	V
248797	MI	ROYAL OAK	6534	W
248798	MI	SOUTHFIELD	6003	W
248799	MI	SOUTHFIELD	9323	L
248800	MI	OXFORD	543C	V
248801	MI	W BLOOMFLD	543C	V
248802	MI	CLARKSTON	2964	W
248803	MI	ORTONVILLE	991E	V
248804	MI	PONTIAC	6003	W
248805	MI	ROCHESTER	460K	L
248806	MI	PONTIAC	9748	L
248807	MI	HOLLY	6003	W
248808	MI	ROYAL OAK	6534	W
248809	MI	SOUTHFIELD	318J	V
248810	MI	ROYAL OAK	543C	V
248811	MI	XXXXXXXXXX	MULT	L
248812	MI	PONTIAC	5562	W
248813	MI	TROY	9323	L
248814	MI	LAKE ORION	9323	L
248815	MI	PONTIAC	9748	L
248816	MI	BIRMINGHAM	9323	L
248817	MI	TROY	318J	V
248818	MI	PONTIAC	6534	W
248819	MI	W BLOOMFLD	2964	W
248820	MI	HOLLY	6003	W
248821	MI	PONTIAC	6534	W
248822	MI	BIRMINGHAM	9323	L
248823	MI	TROY	6120	V
248824	MI	TROY	770E	V
248825	MI	TROY	2964	W
248826	MI	NORTHVILLE	6003	W
248827	MI	SOUTHFIELD	9323	L
248828	MI	TROY	9323	L
248829	MI	AUBURN HTS	770E	V
248830	MI	PONTIAC	5562	W
248831	MI	ORTONVILLE	6003	W
248832	MI	NORTHVILLE	2964	W
248833	MI	BIRMINGHAM	7279	L
248834	MI	LAKE ORION	6120	V
248835	MI	TROY	2964	W
248836	MI	PONTIAC	770E	V
248837	MI	ROYAL OAK	770E	V
248838	MI	PONTIAC	9323	L
248839	MI	BIRMINGHAM	770E	V
248840	MI	TROY	6003	W
248841	MI	ROCHESTER	770E	V
248842	MI	PONTIAC	5562	W
248843	MI	CLARKSTON	2964	W
248844	MI	AUBURN HTS	9323	L
248845	MI	LAKE ORION	770E	V
248846	MI	HOLLY	6120	V
248847	MI	W BLOOMFLD	2964	W
248848	MI	FARMINGTON	9323	L
248849	MI	SOUTHFIELD	9323	L
248850	MI	ROYAL OAK	6534	W
248851	MI	W BLOOMFLD	9323	L
248852	MI	AUBURN HTS	9323	L
248853	MI	AUBURN HTS	9323	L
248854	MI	TROY	2964	W
248855	MI	W BLOOMFLD	9323	L
248856	MI	AUBURN HTS	7279	L
248857	MI	PONTIAC	9323	L
248858	MI	PONTIAC	9323	L
248859	MI	WALLEDLAKE	045L	L
248860	MI	PONTIAC	6003	W
248861	MI	CLARKSTON	2964	W
248862	MI	W BLOOMFLD	770E	V
248863	MI	WALLEDLAKE	770E	V
248864	MI	SOUTHFIELD	6120	V
248865	MI	W BLOOMFLD	9323	L
248866	MI	SOUTHFIELD	5562	W
248867	MI	SOUTHFIELD	5562	W
248868	MI	SOUTHFIELD	6630	L
248869	MI	NORTHVILLE	817J	L
248870	MI	NORTHVILLE	2964	W
248871	MI	FARMINGTON	829J	L
248872	MI	PONTIAC	5562	W
248873	MI	FARMINGTON	6534	W
248874	MI	PONTIAC	9323	L
248875	MI	PONTIAC	5562	W
248876	MI	FARMINGTON	6120	V
248877	MI	PONTIAC	6534	W
248878	MI	TROY	6003	W
248879	MI	TROY	9323	L
248880	MI	NORTHVILLE	6003	W
248881	MI	PONTIAC	6534	W
248882	MI	PONTIAC	6534	W
248883	MI	PONTIAC	6120	V
248884	MI	PONTIAC	6534	W
248885	MI	BIRMINGHAM	6534	W
248886	MI	DRAYTON PL	9323	L
248887	MI	MILFDWH LK	0695	L
248888	MI	FARMINGTON	9323	L
248889	MI	MILFDWH LK	0695	L
248890	MI	ROYAL OAK	6534	W
248891	MI	PONTIAC	6003	W
248892	MI	PONTIAC	6534	W
248893	MI	FARMINGTON	7279	L
248894	MI	PONTIAC	5562	W
248895	MI	PONTIAC	5562	W
248896	MI	WALLEDLAKE	6120	V
248897	MI	PONTIAC	991E	V
248898	MI	ROYAL OAK	9323	L
248899	MI	ORTONVILLE	817J	L
248900	MI	ORTONVILLE	543C	V
248901	MI	BIRMINGHAM	9323	L
248902	MI	SOUTHFIELD	9323	L
248903	MI	SOUTHFIELD	9323	L
248904	MI	PONTIAC	6003	W
248905	MI	SOUTHFIELD	9323	L
248906	MI	TROY	5562	W
248907	MI	FARMINGTON	991E	V
248908	MI	PONTIAC	6630	L
248909	MI	PONTIAC	6534	W
248910	MI	SOUTHFIELD	5562	W
248911	MI	XXXXXXXXXX	MULT	L
248912	MI	NORTHVILLE	6003	W
248913	MI	CLARKSTON	817J	L
248914	MI	SOUTHFIELD	6003	W
248915	MI	SOUTHFIELD	6003	W
248916	MI	NORTHVILLE	6534	W
248917	MI	PONTIAC	5562	W
248918	MI	TROY	6120	V
248919	MI	FARMINGTON	543C	V
248920	MI	PONTIAC	7279	L
248921	MI	NORTHVILLE	6003	W
248922	MI	CLARKSTON	9323	L
248923	MI	ROCHESTER	508J	L
248924	MI	NORTHVILLE	318J	V
248925	MI	TROY	770E	V
248926	MI	WALLEDLAKE	9323	L
248927	MI	CLARKSTON	7279	L
248928	MI	TROY	7279	L
248929	MI	LAKE ORION	6120	V
248930	MI	TROY	6003	W
248931	MI	PONTIAC	6534	W
248932	MI	W BLOOMFLD	9323	L
248933	MI	PONTIAC	6534	W
248934	MI	PONTIAC	6534	W
248935	MI	PONTIAC	5562	W
248936	MI	SOUTHFIELD	7279	L
248937	MI	COMMERCE	6120	V
248938	MI	NORTHVILLE	6003	W
248939	MI	FARMINGTON	5562	W
248940	MI	BIRMINGHAM	6534	W
248941	MI	ROCHESTER	961J	L
248942	MI	CLARKSTON	6120	V
248943	MI	SOUTHFIELD	5562	W
248944	MI	PONTIAC	9323	L
248945	MI	SOUTHFIELD	9323	L
248946	MI	NORTHVILLE	961J	L
248947	MI	FARMINGTON	6534	W
248948	MI	SOUTHFIELD	9323	L
248949	MI	FARMINGTON	6534	W
248950	MI			L
248951	MI	ROYAL OAK	543C	V
248952	MI	BIRMINGHAM	9323	L
248953	MI	TROY	6003	W
248954	MI	FARMINGTON	6534	W
248955	MI	ROYAL OAK	829J	L
248956	MI	WALLEDLAKE	829J	L
248957	MI	FARMINGTON	7279	L
248958	MI			L
248959	MI			L
248960	MI	WALLEDLAKE	9323	L
248961	MI	PONTIAC	6534	W
248962	MI	NORTHVILLE	829J	L
248963	MI	ROCHESTER	991E	V
248964	MI	TROY	9323	L
248965	MI	ROYAL OAK	318J	V
248966	MI	SOUTHFIELD	6630	L
248967	MI	ROYAL OAK	9323	L
248968	MI	ROYAL OAK	9323	L
248969	MI	OXFORD	9323	L
248970	MI	W BLOOMFLD	046L	L
248971	MI	BIRMINGHAM	7279	L
248972	MI	PONTIAC	9323	L
248973	MI	W BLOOMFLD	7279	L
248974	MI	NORTHVILLE	5562	W
248975	MI	PONTIAC	9323	L
248976	MI			L
248977	MI	PONTIAC	6534	W
248978	MI	PONTIAC	961J	L
248979	MI	BIRMINGHAM	5562	W
248980	MI	PONTIAC	5562	W
248981	MI	PONTIAC	5562	W
248982	MI	NORTHVILLE	2964	W
248983	MI	HOLLY	543C	V
248984	MI	FARMINGTON	6534	W
248985	MI	W BLOOMFLD	7279	L
248986	MI	FARMINGTON	6534	W
248987	MI	FARMINGTON	770E	V
248988	MI	BIRMINGHAM	9323	L
248989	MI	TROY	7279	L
248990	MI	ROYAL OAK	6534	W
248991	MI	FARMINGTON	7279	L
248992	MI	ROYAL OAK	9748	L
248993	MI	NORTHVILLE	5562	W
248994	MI	FARMINGTON	9323	L
248995	MI	ROYAL OAK	9748	L
248996	MI	SOUTHFIELD	6003	W
248997	MI	AUBURN HTS	6120	V
248998	MI	ROYAL OAK	9748	L
248999	MI	XXXXXXXXXX	9323	L
251200	AL	FOLEY	5562	W
251201	AL	FOLEY	947G	L
251202	AL	BAYMINETTE	5255	V
251203	AL	BELLEFONTN	604E	V
251204	AL	XXXXXXXXXX	9419	L
251205	AL	MOBILE	604E	V
251206	AL	MOBILE	829J	L
251207	AL	BELLEFONTN	6214	W
251208	AL	MOBILE	9419	L
251209	AL	MOBILE	6916	W
251210	AL	FAIRHOPE	829J	L
251211	AL	XXXXXXXXXX	MULT	L
251212	AL	BREWTON	829J	L
251213	AL	FOLEY	6214	W
251214	AL	MOBILE	6214	W
251215	AL	FOLEY	6916	W
251216	AL	EVERGREEN	5255	V
251217	AL	MOBILE	5255	V
251218	AL	MCINTOSH	829J	L
251219	AL	MOBILE	9419	L
251220	AL	MOBILE	604E	V
251221	AL	MOBILE	9419	L
251222	AL	MOBILE	6804	W
251223	AL	FOLEY	6214	W
251224	AL	FOLEY	773F	L
251225	AL	MCINTOSH	6214	W
251226	AL	EVERGREEN	829J	L
251227	AL	EVERGREEN	6214	W
251228	AL	FOLEY	6214	W
251229	AL	ATMORE	6916	W
251230	AL	EVERGREEN	6804	W
251231	AL	JACKSON	829J	L
251232	AL	MOBILE	6804	W
251233	AL	FOLEY	6916	W
251234	AL	MOBILE	6804	W
251235	AL	MCINTOSH	6916	W
251236	AL	BREWTON	6804	W
251237	AL	FLOMATON	829J	L
251238	AL	BREWTON	6744	L
251239	AL	BAYMINETTE	829J	L
251240	AL	FOLEY	773F	L
251241	AL	BREWTON	5255	V
251242	AL	CHATOM	6804	W
251243	AL	MOBILE	7229	L
251244	AL	PETERMAN	6804	W
251245	AL	BELLEFONTN	829J	L
251246	AL	JACKSON	9419	L
251247	AL	JACKSON	9419	L
251248	AL	REPTON	0306	L
251249	AL	CITRONELLE	829J	L
251250	AL	BAYMINETTE	604E	V
251251	AL	JACKSON	604E	V
251252	AL	MOBILE	5255	V
251253	AL	ATMORE	6214	W
251254	AL	FLOMATON	6744	L
251255	AL	EVERGREEN	6744	L
251256	AL	FOLEY	773F	L
251257	AL	BELLEFONTN	604E	V
251258	AL	GOSPORT	0306	L
251259	AL	MOBILE	6916	W
251260	AL	MELVIN	072F	V
251261	AL	MCCULLOUGH	6214	W
251262	AL	JACKSON	773F	L
251263	AL	MOBILE	604E	V
251264	AL	MOBILE	6214	W
251265	AL	MT VERNON	516C	L
251266	AL	MOBILE	9419	L
251267	AL	FRISCOCITY	0306	L
251268	AL	MT VERNON	829J	L
251269	AL	FOLEY	6916	W
251270	AL	FAIRHOPE	7229	L
251271	AL	FOLEY	773F	L
251272	AL	MOBILE	5255	V
251273	AL	CITRONELLE	829J	L
251274	AL	MCINTOSH	516C	L
251275	AL	GROVE HILL	0284	L
251276	AL	COFFEEVL	9789	L
251277	AL	MOBILE	6804	W
251278	AL	FAIRHOPE	6214	W
251279	AL	FAIRHOPE	8271	V
251280	AL	FLOMATON	045L	L
251281	AL	MOBILE	6214	W
251282	AL	FINCHBURG	0306	L
251283	AL	MOBILE	197D	V
251284	AL	FOLEY	6916	W
251285	AL	MOBILE	604E	V
251286	AL	BREWTON	516C	L
251287	AL	MOBILE	7221	L
251288	AL	MOBILE	6804	W
251289	AL	MOBILE	072F	V
251290	AL	GRAND BAY	773F	L
251291	AL	MELVIN	072F	V
251292	AL	MELVIN	072F	V
251293	AL	BELLEFONTN	6214	W
251294	AL	HUXFORD	4464	L
251295	AL	MOBILE	6804	W
251296	AL	FLOMATON	9419	L
251297	AL	FLOMATON	604E	V
251298	AL	MOBILE	6804	W
251299	AL	MT VERNON	773F	L
251300	AL	MOBILE	947G	L
251301	AL	MOBILE	947G	L
251302	AL	MONROEVL	6804	W
251303	AL	MOBILE	551G	V
251304	AL	MOBILE	9419	L
251305	AL	MOBILE	318J	V
251306	AL	IRNGTNSTEL	773F	L
251307	AL	MOBILE	9736	L
251308	AL	MOBILE	508J	L
251309	AL	BAYOUBATRE	8271	V
251310	AL	BELLEFONTN	7421	L
251311	AL	XXXXXXXXXX	MULT	L
251312	AL	REPTON	773F	L
251313	AL	DAUPHIN IS	604E	V
251314	AL	BREWTON	773F	L
251315	AL	EVERGREEN	073H	V
251316	AL	MOBILE	9419	L
251317	AL	CITRONELLE	5255	V
251318	AL	MOBILE	073H	V
251319	AL	MOBILE	807C	L
251320	AL	JACKSON	6214	W
251321	AL	ATMORE	6916	W
251322	AL	ATMORE	773F	L
251323	AL	MOBILE	6214	W
251324	AL	FOLEY	773F	L
251325	AL	BAYMINETTE	6214	W
251326	AL	MOBILE	5255	V
251327	AL	MOBILE	6804	W
251328	AL	MOBILE	425J	W
251329	AL	MOBILE	6214	W
251330	AL	MOBILE	9419	L
251331	AL	MOBILE	6744	L
251332	AL	MOBILE	6214	W
251333	AL	MOBILE	604E	V
251334	AL	URIAH	604E	V
251335	AL	MELVIN	478J	V
251336	AL	MONROEVL	965H	L
251337	AL	REPTON	604E	V
251338	AL	MOBILE	829J	L
251339	AL	GOSPORT	604E	V
251340	AL	MOBILE	9419	L
251341	AL	MOBILE	9419	L
251342	AL	MOBILE	9419	L
251343	AL	MOBILE	9419	L
251344	AL	MOBILE	9419	L
251345	AL	MOBILE	9419	L
251346	AL	EVERGREEN	965H	L
251347	AL	URIAH	604E	V
251348	AL	MOBILE	516C	L
251349	AL	MOBILE	6804	W
251350	AL	BAYMINETTE	604E	V
251351	AL	BEATRICE	604E	V
251352	AL	MOBILE	6630	L
251353	AL	PETERMAN	073H	V
251354	AL	GROVE HILL	6804	W
251355	AL	MOBILE	604E	V
251356	AL	FINCHBURG	965H	L
251357	AL	HUXFORD	773F	L
251358	AL	MOBILE	6214	W
251359	AL	ATMORE	6804	W
251360	AL	GROVE HILL	0284	L
251361	AL	MOBILE	5255	V
251362	AL	MONROEVL	6804	W
251363	AL	BREWTON	6214	W
251364	AL	JACKSON	624H	V
251365	AL	CITRONELLE	624H	V
251366	AL	MOBILE	6581	W
251367	AL	MOBILE	6581	W
251368	AL	ATMORE	4464	L
251369	AL	EVERGREEN	7421	L
251370	AL	MOBILE	7421	L
251371	AL	MOBILE	6630	L
251372	AL	BELLEFONTN	624H	V
251373	AL	MOBILE	515J	L
251374	AL	MOBILE	624H	V
251375	AL	MOBILE	7327	V
251376	AL	MOBILE	6214	W
251377	AL	MOBILE	6214	W
251378	AL	MOBILE	829J	L
251379	AL	MOBILE	5562	W
251380	AL	MOBILE	9419	L
251381	AL	MOBILE	478J	V
251382	AL	MOBILE	5562	W
251383	AL	FAIRHOPE	604E	V
251384	AL	MOBILE	5562	W
251385	AL	MOBILE	604E	V
251386	AL	MOBILE	829J	L
251387	AL	JACKSON	6804	W
251388	AL	ATMORE	604E	V
251389	AL	CLEAR SPG	604E	V
251390	AL	BAYOUBATRE	604E	V
251391	AL	MOBILE	6916	W
251392	AL	ATMORE	5562	W
251393	AL	JACKSON	6916	W
251394	AL	MOBILE	6916	W
251395	AL	MOBILE	6804	W
251396	AL	MOBILE	6916	W
251397	AL	DAUPHIN IS	604E	V
251398	AL	MOBILE	6916	W
251399	AL	EVERGREEN	604E	V
251400	AL	GROVE HILL	9736	L
251401	AL	MOBILE	6804	W
251402	AL	MOBILE	6804	W
251403	AL	FOLEY	6214	W
251404	AL	MOBILE	6214	W
251405	AL	MOBILE	9419	L
251406	AL	MOBILE	6214	W
251407	AL	FOLEY	6916	W
251408	AL	MOBILE	9419	L
251409	AL	ATMORE	6916	W
251410	AL	MOBILE	947G	L
251411	AL	XXXXXXXXXX	MULT	L
251412	AL	MCINTOSH	6916	W
251413	AL	JACKSON	6916	W
251414	AL	MOBILE	9419	L
251415	AL	MOBILE	9419	L
251416	AL	JACKSON	6916	W
251417	AL	MOBILE	6630	L
251418	AL	MCINTOSH	5255	V
251419	AL	ATMORE	6916	W
251420	AL	BEATRICE	604E	V
251421	AL	MOBILE	6804	W
251422	AL	MOBILE	6804	W
251423	AL	MOBILE	6804	W
251424	AL	FOLEY	6744	L
251425	AL	MOBILE	947G	L
251426	AL	MOBILE	476H	L
251427	AL	FAIRHOPE	732J	V
251428	AL	HUXFORD	6804	W
251429	AL	GRAND BAY	490J	W
251430	AL	COFFEEVL	604E	V
251431	AL	MOBILE	9419	L
251432	AL	MOBILE	9419	L
251433	AL	MOBILE	9419	L
251434	AL	MOBILE	9419	L
251435	AL	MOBILE	9419	L
251436	AL	MOBILE	9419	L
251437	AL	FOLEY	8271	V
251438	AL	MOBILE	9419	L
251439	AL	MOBILE	9419	L
251440	AL	FRISCOCITY	604E	V
251441	AL	MOBILE	9419	L
251442	AL	MOBILE	9419	L
251443	AL	MOBILE	9419	L
251444	AL	MOBILE	604E	V
251445	AL	MOBILE	947G	L
251446	AL	ATMORE	4464	L
251447	AL	MOBILE	9419	L
251448	AL	MCCULLOUGH	624H	V
251449	AL	FINCHBURG	624H	V
251450	AL	MOBILE	9419	L
251451	AL	GOSPORT	604E	V
251452	AL	MOBILE	9419	L
251453	AL	CITRONELLE	604E	V
251454	AL	MOBILE	6214	W
251455	AL	MOBILE	6214	W
251456	AL	MOBILE	9419	L
251457	AL	MOBILE	9419	L
251458	AL	MOBILE	6916	W
251459	AL	MOBILE	9419	L
251460	AL	MOBILE	9419	L
251461	AL	MOBILE	9419	L
251462	AL	FOWL RIVER	318J	V
251463	AL	MOBILE	6214	W
251464	AL	BEATRICE	939H	V
251465	AL	MOBILE	965H	L
251466	AL	HUXFORD	939H	V
251467	AL	EXCEL	604E	V
251468	AL	MOBILE	604E	V
251469	AL	MOBILE	604E	V
251470	AL	MOBILE	9419	L
251471	AL	MOBILE	9419	L
251472	AL	MOBILE	9419	L
251473	AL	MOBILE	9419	L
251474	AL	MCINTOSH	939H	V
251475	AL	FOLEY	6214	W
251476	AL	MOBILE	9419	L
251477	AL	MOBILE	6214	W
251478	AL	MOBILE	9419	L
251479	AL	MOBILE	9419	L
251480	AL	MONROEVL	604E	V
251481	AL	MOBILE	939H	V
251482	AL	BAYMINETTE	604E	V
251483	AL	FOLEY	6214	W
251484	AL	FOLEY	6804	W
251485	AL	MOBILE	6214	W
251486	AL	MOBILE	072F	V
251487	AL	MOBILE	6804	W
251488	AL	CASTLEBRY	773F	L
251489	AL	MOBILE	6214	W
251490	AL	MOBILE	6214	W
251491	AL	BAYMINETTE	947G	L
251492	AL	GILBERTOWN	8271	V
251493	AL	FOLEY	6214	W
251494	AL	BAYMINETTE	5255	V
251495	AL	FOLEY	6804	W
251496	AL	FOLEY	6214	W
251497	AL	MOBILE	6214	W
251498	AL	FOLEY	6214	W
251499	AL	MOBILE	8271	V
251500	AL	FOLEY	773F	L
251501	AL	MOBILE	506J	V
251502	AL	FOLEY	6214	W
251503	AL	MOBILE	7229	L
251504	AL	FOLEY	6804	W
251505	AL	FRISCOCITY	624H	V
251506	AL	FAIRHOPE	478J	V
251507	AL	MOBILE	6214	W
251508	AL	MOBILE	6916	W
251509	AL	MOBILE	8271	V
251510	AL	MOBILE	6214	W
251511	AL	XXXXXXXXXX	MULT	L
251512	AL	COFFEEVL	604E	V
251513	AL	MOBILE	6804	W
251514	AL	FOLEY	6214	W
251515	AL	BAYMINETTE	604E	V
251516	AL	MOBILE	6214	W
251517	AL	FAIRHOPE	5255	V
251518	AL	MOBILE	5562	W
251519	AL	DAUPHIN IS	604E	V
251520	AL	MOBILE	939H	V
251521	AL	GRAND BAY	604E	V
251522	AL	COFFEEVL	604E	V
251523	AL	MT VERNON	604E	V
251524	AL	MOBILE	6214	W
251525	AL	MOBILE	6804	W
251526	AL	MOBILE	6214	W
251527	AL	MOBILE	6214	W
251528	AL	MOBILE	6214	W
251529	AL	MOBILE	965H	L
251530	AL	PINE APPLE	604E	V
251531	AL	MT VERNON	321J	L
251532	AL	FOLEY	6214	W
251533	AL	MOBILE	6804	W
251534	AL	MOBILE	700J	L
251535	AL	FOLEY	6214	W
251536	AL	FOLEY	6214	W
251537	AL	FOLEY	6214	W
251538	AL	BREWTON	6804	W
251539	AL	FOLEY	6214	W
251540	AL	FOLEY	0298	L
251542	AL	SILAS	0304	L
251543	AL	FOLEY	0298	L
251544	AL	MOBILE	829J	L
251545	AL	MOBILE	5255	V
251550	AL	FOLEY	6581	W
251551	AL	PINE APPLE	604E	V
251552	AL	BAYOUBATRE	604E	V
251553	AL	IRNGTNSTEL	604E	V
251554	AL	MOBILE	6916	W
251555	AL	DIR ASST	MULT	L
251556	AL	FINCHBURG	604E	V
251557	AL	PETERMAN	604E	V
251564	AL	PETERMAN	0306	L
251566	AL	GOSPORT	624H	V
251567	AL	MCINTOSH	604E	V
251568	AL	MOBILE	6630	L
251571	AL	BAYMINETTE	604E	V
251572	AL	FRISCOCITY	604E	V
251574	AL	MOBILE	9419	L
251575	AL	MONROEVL	0306	L
251577	AL	MCCULLOUGH	4464	L
251578	AL	EVERGREEN	9419	L
251580	AL	BAYMINETTE	9419	L
251581	AL	MOBILE	6744	L
251582	AL	MOBILE	6630	L
251583	AL	MOBILE	5562	W
251586	AL	MOBILE	829J	L
251587	AL	MOBILE	114J	L
251588	AL	MOBILE	6214	W
251589	AL	JACKSON	6214	W
251591	AL	MOBILE	6214	W
251593	AL	MONROEVL	6214	W
251597	AL	FOLEY	6804	W
251599	AL	MOBILE	6214	W
251600	AL	FOLEY	773F	L
251602	AL	MOBILE	9419	L
251604	AL	MOBILE	6214	W
251605	AL	MOBILE	6214	W
251606	AL	PINE APPLE	624H	V
251607	AL	MOBILE	9419	L
251609	AL	FOLEY	6916	W
251610	AL	MOBILE	6214	W
251611	AL	XXXXXXXXXX	MULT	L
251615	AL	FAIRHOPE	604E	V
251616	AL	CLEAR SPG	5255	V
251617	AL	MOBILE	6630	L
251620	AL	MOBILE	947G	L
251621	AL	MOBILE	9419	L
251622	AL	MOBILE	829J	L
251623	AL	MOBILE	6916	W
251625	AL	MOBILE	9419	L
251626	AL	MOBILE	9419	L
251631	AL	MOBILE	9419	L
251633	AL	MOBILE	9419	L
251634	AL	MOBILE	9419	L
251635	AL	MOBILE	9419	L
251638	AL	MOBILE	947G	L
251639	AL	MOBILE	9419	L
251643	AL	MOBILE	9419	L
251644	AL	MOBILE	5562	W
251645	AL	MOBILE	9419	L
251647	AL	FLOMATON	072F	V
251648	AL	MOBILE	6916	W
251649	AL	MOBILE	9419	L
251650	AL	MOBILE	5255	V
251651	AL	BAYMINETTE	604E	V
251652	AL	MOBILE	7327	V
251653	AL	MOBILE	9419	L
251654	AL	MOBILE	9419	L
251655	AL	ATMORE	5562	W
251656	AL	MOBILE	6214	W
251660	AL	MOBILE	9419	L
251661	AL	MOBILE	9419	L
251662	AL	MOBILE	9419	L
251664	AL	MCINTOSH	604E	V
251665	AL	MOBILE	9419	L
251666	AL	MOBILE	9419	L
251675	AL	MOBILE	9419	L
251677	AL	FOLEY	773F	L
251678	AL	ATMORE	604E	V
251679	AL	MOBILE	9419	L
251680	AL	MOBILE	6214	W
251689	AL	MOBILE	6214	W
251690	AL	MOBILE	9419	L
251694	AL	MOBILE	9419	L
251697	AL	FLOMATON	7229	L
251699	AL	IRNGTNSTEL	965H	L
251700	AL	XXXXXXXXXX	MULT	L
251706	AL	MOBILE	829J	L
251709	AL	MOBILE	6214	W
251710	AL	ATMORE	604E	V
251711	AL	XXXXXXXXXX	MULT	L
251714	AL	FINCHBURG	6214	W
251716	AL	FAIRHOPE	5562	W
251721	AL	MOBILE	6804	W
251724	AL	MOBILE	965H	L
251725	AL	MOBILE	318J	V
251727	AL	BREWTON	6804	W
251732	AL	FLOMATON	5255	V
251743	AL	MONROEVL	0306	L
251744	AL	JACKSON	5255	V
251746	AL	PINE APPLE	0306	L
251747	AL	FOLEY	6916	W
251751	AL	MOBILE	6214	W
251752	AL	FOLEY	6214	W
251753	AL	MOBILE	6804	W
251754	AL	FRANKVILLE	0304	L
251758	AL	MT VERNON	965H	L
251765	AL	EXCEL	0306	L
251766	AL	JACKSON	965H	L
251767	AL	MOBILE	6916	W
251769	AL	JACKSON	6214	W
251770	AL	MOBILE	9419	L
251771	AL	MELVIN	9419	L
251776	AL	MOBILE	9419	L
251777	AL	DEER PARK	0304	L
251780	AL	GROVE HILL	624H	V
251786	AL	MOBILE	6916	W
251789	AL	BEATRICE	0306	L
251799	AL	MOBILE	321J	L
251800	AL	MOBILE	604E	V
251802	AL	MOBILE	6214	W
251809	AL	BREWTON	9419	L
251810	AL	GRAND BAY	604E	V
251811	AL	XXXXXXXXXX	MULT	L
251820	AL	ATMORE	624H	V
251824	AL	BAYOUBATRE	9789	L
251827	AL	FRUITDALE	0304	L
251829	AL	MT VERNON	9419	L
251830	AL	BEATRICE	624H	V
251840	AL	EXCEL	624H	V
251842	AL	PETERMAN	965H	L
251843	AL	GILBERTOWN	0304	L
251846	AL	MILLRY	0304	L
251847	AL	CHATOM	0304	L
251850	AL	FAIRHOPE	604E	V
251851	AL	CLEAR SPG	604E	V
251860	AL	HUXFORD	624H	V
251861	AL	DAUPHIN IS	9789	L
251862	AL	URIAH	0306	L
251865	AL	GRAND BAY	9789	L
251866	AL	CITRONELLE	9419	L
251867	AL	BREWTON	9419	L
251868	AL	BREWTON	604E	V
251870	AL	MONROEVL	624H	V
251873	AL	FOWL RIVER	9789	L
251877	AL	FOWL RIVER	965H	L
251880	AL	ATMORE	604E	V
251888	AL	MOBILE	604E	V
251890	AL	REPTON	624H	V
251895	AL	MOBILE	6214	W
251900	AL	EXCEL	604E	V
251901	AL	MOBILE	624H	V
251910	AL	MOBILE	604E	V
251911	AL	XXXXXXXXXX	MULT	L
251923	AL	FOLEY	947G	L
251928	AL	FAIRHOPE	9419	L
251929	AL	FAIRHOPE	9419	L
251930	AL	MOBILE	5562	W
251931	AL	CLEAR SPG	9417	L
251937	AL	BAYMINETTE	9419	L
251942	AL	FOLEY	0298	L
